,dog,cat,frog,nose,face,hair,arm,hand,finger,toe,foot,lamp,drawer,bench,chair,ladder,table,couch,bed,crib,window,door,closet,refrigerator,oven,sink,bathtub,stroller,car,slide,jacket,sweater,shirt,bib,pajamas,jeans,pants,shorts,slipper,shoe,sock,glove,blanket,pillow,towel,napkin,doll,toy,tray,box,book,paper,basket,purse,vacuum,comb,hat,glasses,necklace,clock,scissors,fork,spoon,crayon,pencil,pen,knife,toothbrush,gum,balloon,ball,carrot,egg,orange,pumpkin,apple,melon,pickle,banana,flower,plant,cookie,bread,plate,bowl,bottle,cup,bucket,can
dog,0.0,0.27093929052352905,0.7890745997428894,0.9224522709846497,0.8028439283370972,0.9086572527885437,1.131282091140747,1.1310632228851318,1.2052247524261475,1.1357725858688354,1.149253010749817,1.1031575202941895,1.1452096700668335,1.0604677200317383,0.9910809993743896,0.9790106415748596,0.9670184254646301,0.8939599990844727,0.9214500188827515,1.0499420166015625,0.9810944199562073,0.9291625022888184,0.921112596988678,0.9505980610847473,0.959101140499115,1.0702024698257446,1.065693736076355,0.8602216243743896,0.8469848036766052,1.1792776584625244,1.0560810565948486,1.0407074689865112,1.0202510356903076,1.0547072887420654,0.9410752058029175,0.9785267114639282,0.999140739440918,1.026305913925171,1.0203710794448853,1.0627005100250244,1.0605018138885498,1.0416457653045654,0.9230300784111023,0.9437053203582764,1.0212668180465698,1.0775049924850464,0.8332866430282593,1.028954029083252,1.1151955127716064,1.044818639755249,1.0271620750427246,1.0897858142852783,1.0515177249908447,1.058061957359314,0.9340806007385254,1.1511632204055786,1.0407017469406128,0.9505512118339539,1.2084712982177734,0.9792142510414124,1.143493413925171,1.179468035697937,1.1387231349945068,1.1543539762496948,1.153727412223816,1.1418720483779907,1.1362427473068237,1.2123064994812012,1.1701581478118896,1.0609201192855835,1.018992304801941,1.0825549364089966,1.0582267045974731,1.0917444229125977,0.9625155329704285,0.9876023530960083,1.0037380456924438,1.0566929578781128,0.9861088395118713,0.9097787141799927,0.8780450820922852,0.9147776961326599,0.9715344309806824,1.1016576290130615,1.0995543003082275,1.0526071786880493,1.088640809059143,1.1013082265853882,1.0302945375442505
cat,0.27093929052352905,0.0,0.9383445382118225,0.9979665875434875,0.8273982405662537,0.8832004070281982,0.9864739775657654,1.1031323671340942,1.242789626121521,1.1958662271499634,1.160830020904541,1.0986347198486328,1.0938242673873901,0.9357170462608337,0.9231496453285217,0.9891809225082397,0.8518137335777283,0.8175007700920105,0.8168611526489258,0.9552746415138245,0.8665120601654053,0.9082381129264832,0.8525228500366211,0.8838247060775757,0.8897265195846558,0.9215320348739624,0.8957902193069458,0.9366518259048462,0.8671985864639282,1.1509134769439697,0.9763433933258057,0.9600184559822083,0.9378650188446045,1.0203944444656372,0.8972355723381042,0.8920436501502991,0.9394178986549377,0.9891752004623413,1.0885931253433228,1.0323097705841064,0.9981185793876648,1.0449634790420532,0.8336949348449707,0.8893554210662842,1.0190560817718506,1.104384183883667,0.9470934271812439,1.051547646522522,1.0418720245361328,0.9711059331893921,0.9756773114204407,1.019802212715149,1.014823317527771,0.9873523116111755,0.8759485483169556,1.1019814014434814,1.0918940305709839,1.0120518207550049,1.1473045349121094,1.0874834060668945,1.0550367832183838,1.1629806756973267,1.0803383588790894,1.2462741136550903,1.2152137756347656,1.1755603551864624,1.1590158939361572,1.1658766269683838,1.1611062288284302,1.1554617881774902,1.14332914352417,1.2082664966583252,1.1933528184890747,1.192848563194275,1.117107629776001,1.1435277462005615,1.0732566118240356,1.1586251258850098,1.1367968320846558,0.9847147464752197,0.8672231435775757,0.9335590600967407,1.1029078960418701,1.088252067565918,1.0673844814300537,1.1250334978103638,1.1561973094940186,1.1090079545974731,1.033115029335022
frog,0.7890745997428894,0.9383445382118225,0.0,0.8883747458457947,0.8992734551429749,1.0962904691696167,1.2609226703643799,1.096714735031128,0.9613693952560425,0.9224120378494263,0.9213204383850098,0.9189895391464233,1.0214906930923462,1.2276443243026733,1.221386194229126,1.1005351543426514,1.2541224956512451,1.186700701713562,1.1746975183486938,1.1629612445831299,1.1889357566833496,1.1002068519592285,1.2114217281341553,1.2680833339691162,1.251159429550171,1.2308645248413086,1.2180055379867554,1.0398530960083008,0.9440229535102844,1.029067039489746,1.1341536045074463,1.249594807624817,1.1972603797912598,1.206984519958496,1.2256038188934326,1.2613047361373901,1.2502408027648926,1.2344821691513062,0.7762521505355835,1.0122405290603638,1.1709752082824707,0.999603271484375,1.179083228111267,1.0600550174713135,1.0674903392791748,1.017709493637085,0.6966721415519714,0.7923346757888794,1.237278938293457,1.115774154663086,1.0136845111846924,1.1403977870941162,1.1494110822677612,1.1181789636611938,1.1144663095474243,1.0887514352798462,0.7907505035400391,0.798213541507721,1.057722806930542,0.7768858671188354,1.103668212890625,0.9879472255706787,0.9803271889686584,0.7585177421569824,0.8162505626678467,0.8445525169372559,0.8873363137245178,0.9558373689651489,0.914454460144043,0.7760792374610901,0.7099124789237976,0.7575855851173401,0.7429457306861877,0.77384352684021,0.7930223941802979,0.6057128310203552,0.6181193590164185,0.6212483644485474,0.6629412174224854,0.7880107164382935,0.8821583986282349,1.002650499343872,0.7665097713470459,1.02824866771698,1.0896283388137817,0.8364564776420593,0.8838019371032715,1.0171719789505005,1.1656067371368408
nose,0.9224522709846497,0.9979665875434875,0.8883747458457947,0.0,0.7510952353477478,0.6791902184486389,1.08128023147583,0.8626421689987183,0.48814666271209717,0.3970921039581299,0.45081591606140137,0.9045047760009766,1.0053881406784058,1.3027973175048828,1.2936911582946777,1.1452620029449463,1.411064624786377,1.3003994226455688,1.3048036098480225,1.3362987041473389,1.168245792388916,1.0956406593322754,1.1657832860946655,1.354285478591919,1.3198142051696777,1.347773790359497,1.3592402935028076,1.2971622943878174,1.0225303173065186,1.2615087032318115,1.2716189622879028,1.188936471939087,1.1094025373458862,1.287907361984253,1.1754523515701294,1.1372641324996948,1.0564079284667969,1.0184026956558228,0.7987927794456482,1.0223400592803955,1.0894014835357666,1.1835640668869019,1.2933357954025269,1.1887866258621216,1.2544368505477905,1.1337307691574097,1.0801208019256592,1.2628620862960815,1.4029250144958496,1.3070504665374756,1.3064055442810059,1.3045165538787842,1.2322945594787598,1.2528529167175293,1.2949492931365967,1.0912795066833496,0.7695123553276062,0.3975563645362854,0.668929398059845,0.7715147733688354,1.233949065208435,1.0283265113830566,1.028713583946228,0.5839987993240356,0.5904144048690796,0.5852186679840088,0.7690648436546326,1.0903801918029785,1.0735830068588257,0.8274357318878174,0.6611953973770142,0.5513700246810913,0.5468549132347107,0.6914166212081909,0.5956494212150574,0.5845583081245422,0.7566876411437988,0.7280113697052002,0.8002957105636597,0.976839005947113,1.1810355186462402,1.059874176979065,0.7351653575897217,1.1264058351516724,1.1897735595703125,0.9837128520011902,1.0830117464065552,1.3642210960388184,1.2876044511795044
face,0.8028439283370972,0.8273982405662537,0.8992734551429749,0.7510952353477478,0.0,0.47995007038116455,0.7993780374526978,0.872168779373169,0.9525540471076965,0.8338910341262817,0.8855078220367432,1.3085280656814575,1.227258324623108,1.0405590534210205,0.9714377522468567,1.220649242401123,0.8893615007400513,0.7796587944030762,0.8011599779129028,0.9421693086624146,0.9745233058929443,1.0544363260269165,0.9102489352226257,0.9646010398864746,0.9992532730102539,1.0532472133636475,0.9625285863876343,0.9209054708480835,0.8803218007087708,1.2056188583374023,0.8925358653068542,0.802360475063324,0.5841269493103027,0.8645793795585632,0.7636590003967285,0.6245089769363403,0.674964427947998,0.7011995315551758,1.2246158123016357,1.0989567041397095,1.0677967071533203,1.1407825946807861,0.89304518699646,1.0770665407180786,1.26055908203125,1.3154139518737793,0.8812325596809387,1.0662548542022705,1.1173832416534424,1.066683053970337,1.0176657438278198,0.9946417808532715,1.2045968770980835,1.0723167657852173,1.0284422636032104,1.1844220161437988,0.9854236245155334,0.5612342357635498,1.0523416996002197,0.9522196650505066,1.0907418727874756,1.298689365386963,1.359852910041809,1.2145864963531494,1.2342296838760376,1.1924885511398315,1.2817940711975098,1.2138340473175049,1.1213914155960083,1.1256532669067383,1.1039704084396362,1.0218278169631958,1.0353707075119019,1.0136069059371948,0.9653759598731995,1.0579637289047241,0.9603931903839111,1.132124423980713,1.0540868043899536,1.1564899682998657,1.081804633140564,1.0035449266433716,1.077670931816101,1.175994634628296,1.2513933181762695,1.2354439496994019,1.2913402318954468,1.262571096420288,1.1478954553604126
hair,0.9086572527885437,0.8832004070281982,1.0962904691696167,0.6791902184486389,0.47995007038116455,0.0,0.7834171056747437,0.8456976413726807,0.8689061999320984,0.7997102737426758,0.8042442798614502,1.1874558925628662,1.18483567237854,1.0045559406280518,0.964474618434906,1.1390039920806885,0.9902197122573853,0.8823419213294983,0.9173194169998169,1.0861732959747314,0.9408472776412964,1.0211211442947388,0.8663088083267212,1.0184909105300903,1.058512568473816,1.05763840675354,1.0128549337387085,1.00027334690094,0.9255959987640381,1.1663410663604736,0.8826977610588074,0.8589333295822144,0.6845503449440002,0.9532349109649658,0.7901186943054199,0.693581223487854,0.7126940488815308,0.7307501435279846,1.1512376070022583,1.0409035682678223,0.9962739944458008,1.1421964168548584,0.9477399587631226,1.067746639251709,1.2140307426452637,1.261151671409607,1.0467174053192139,1.189333438873291,1.2055546045303345,1.1553703546524048,1.086150050163269,1.0683554410934448,1.1428396701812744,1.055509328842163,1.0517832040786743,1.0325918197631836,0.7511550188064575,0.6419645547866821,0.9117770791053772,1.0053457021713257,1.064781904220581,1.2176166772842407,1.2510497570037842,1.1285816431045532,1.088187336921692,1.0574314594268799,1.1229108572006226,1.1539595127105713,1.1568458080291748,1.1278929710388184,1.098122477531433,1.0490615367889404,1.0452017784118652,1.0533703565597534,0.8909494280815125,1.0857083797454834,0.9600801467895508,1.0913496017456055,1.0874704122543335,1.0493180751800537,0.981878936290741,1.1035895347595215,1.100282907485962,1.2321958541870117,1.2368879318237305,1.131845235824585,1.3080637454986572,1.2705988883972168,1.1788625717163086
arm,1.131282091140747,0.9864739775657654,1.2609226703643799,1.08128023147583,0.7993780374526978,0.7834171056747437,0.0,0.520194411277771,0.7743382453918457,0.8185417652130127,0.7943010330200195,1.3099654912948608,1.172140121459961,0.862267017364502,0.9285370111465454,1.0760185718536377,0.7688846588134766,0.7255663275718689,0.7190059423446655,0.9962349534034729,0.9044849276542664,1.0182768106460571,0.8843528628349304,0.845914900302887,0.914157509803772,0.9315165877342224,0.8908681869506836,1.0686081647872925,1.1129200458526611,1.074723482131958,0.7689297795295715,0.6382084488868713,0.4888707399368286,0.7621825933456421,0.6731417179107666,0.6392416954040527,0.6298151612281799,0.5817925333976746,1.3123068809509277,1.1475054025650024,0.7021671533584595,0.745979368686676,0.7558424472808838,0.8651216626167297,1.0524444580078125,1.071882963180542,1.1542471647262573,1.2046377658843994,1.027871012687683,1.0910606384277344,1.0188438892364502,0.793028712272644,1.129133939743042,1.0025447607040405,0.9631408452987671,1.0682395696640015,1.2313116788864136,1.0965251922607422,0.9379608631134033,1.1982446908950806,0.9603717923164368,1.1983332633972168,1.210946798324585,1.1979917287826538,1.1726435422897339,1.1465933322906494,1.1508771181106567,1.0364775657653809,1.0677223205566406,1.2755645513534546,1.3083479404449463,1.063293695449829,1.281510591506958,1.1711130142211914,1.094384789466858,1.2666025161743164,1.1108105182647705,1.1236807107925415,1.2294224500656128,1.177385926246643,1.024430513381958,0.9541938900947571,1.2299270629882812,1.2708314657211304,1.2587363719940186,1.277317762374878,1.2796984910964966,1.2365334033966064,1.0817762613296509
hand,1.1310632228851318,1.1031323671340942,1.096714735031128,0.8626421689987183,0.872168779373169,0.8456976413726807,0.520194411277771,0.0,0.29785263538360596,0.42924392223358154,0.6814021468162537,1.2670009136199951,1.1165555715560913,1.1102397441864014,1.144564151763916,1.1552067995071411,1.14078950881958,1.110134482383728,1.1082881689071655,1.17415189743042,1.0549100637435913,1.0688073635101318,1.1054744720458984,1.1160829067230225,1.1416319608688354,1.0686228275299072,1.1341172456741333,1.1562362909317017,1.2180652618408203,1.0608503818511963,1.060754418373108,0.8476909399032593,0.9061213731765747,0.9848594665527344,0.9988630414009094,0.9926226139068604,0.9582507014274597,0.8860783576965332,1.0748584270477295,1.0417243242263794,0.7311796545982361,0.5978769659996033,1.0930842161178589,1.0887913703918457,1.1668875217437744,1.0911705493927002,0.9834738373756409,1.05057692527771,1.0969693660736084,1.1897940635681152,1.0496174097061157,0.9308478832244873,1.1711158752441406,1.1261990070343018,1.2498167753219604,1.014860987663269,1.0688632726669312,0.8793075084686279,0.7729312777519226,1.074844479560852,1.0129296779632568,1.0381163358688354,1.100752830505371,1.0865774154663086,1.0346850156784058,1.0241621732711792,1.0577585697174072,0.9266114830970764,0.7964662313461304,1.1406035423278809,1.156868815422058,0.8514649868011475,1.1402990818023682,1.0487463474273682,0.9549058675765991,1.087575078010559,1.040122628211975,0.9189449548721313,1.079331636428833,1.0883184671401978,1.0480064153671265,0.924556314945221,1.0769931077957153,1.2058522701263428,1.1538548469543457,1.2074975967407227,1.163378357887268,1.235198736190796,1.1929700374603271
finger,1.2052247524261475,1.242789626121521,0.9613693952560425,0.48814666271209717,0.9525540471076965,0.8689061999320984,0.7743382453918457,0.29785263538360596,0.0,0.13233476877212524,0.3992742896080017,1.0531859397888184,0.9739341735839844,1.2654986381530762,1.2682428359985352,1.1736571788787842,1.4179182052612305,1.3271899223327637,1.326303482055664,1.3700186014175415,1.2040461301803589,1.1591957807540894,1.2864906787872314,1.367208480834961,1.3423627614974976,1.2983579635620117,1.336921215057373,1.3339406251907349,1.159183382987976,1.1586978435516357,1.2352006435394287,1.1239418983459473,1.1242141723632812,1.3043092489242554,1.1956437826156616,1.147477149963379,1.0856837034225464,1.001566767692566,0.8239922523498535,1.0150517225265503,0.8703287839889526,0.8544819355010986,1.3250187635421753,1.2152857780456543,1.2550244331359863,1.089349627494812,1.047367811203003,1.1949797868728638,1.336502194404602,1.330397605895996,1.230513334274292,1.160976529121399,1.2618129253387451,1.2662625312805176,1.3729684352874756,1.0543142557144165,0.9123276472091675,0.6696349382400513,0.6314501166343689,0.9173457026481628,1.1627345085144043,0.8866688013076782,0.9926778674125671,0.6401878595352173,0.6538124680519104,0.6501976251602173,0.7319095134735107,0.9376778602600098,0.8498173952102661,0.9126790761947632,0.825376033782959,0.5204975008964539,0.7320965528488159,0.7935599088668823,0.6490641236305237,0.7325985431671143,0.8828437328338623,0.6425741910934448,0.8576557040214539,0.998812198638916,1.1710848808288574,1.0592443943023682,0.8224978446960449,1.1563451290130615,1.2243927717208862,0.9920501708984375,1.0643250942230225,1.3121123313903809,1.2780115604400635
toe,1.1357725858688354,1.1958662271499634,0.9224120378494263,0.3970921039581299,0.8338910341262817,0.7997102737426758,0.8185417652130127,0.42924392223358154,0.13233476877212524,0.0,0.29668545722961426,1.0229772329330444,1.0568464994430542,1.3168261051177979,1.2774089574813843,1.1906275749206543,1.4644224643707275,1.3060133457183838,1.316695213317871,1.3734376430511475,1.2628068923950195,1.1558531522750854,1.2756720781326294,1.4141901731491089,1.3845460414886475,1.3756682872772217,1.3744962215423584,1.294724702835083,1.1656614542007446,1.1765509843826294,1.2708799839019775,1.146706461906433,1.093595027923584,1.2838844060897827,1.1104828119277954,1.0886796712875366,1.0143792629241943,0.9503515362739563,0.6155135035514832,0.8395843505859375,0.7806873917579651,0.8819589018821716,1.335730791091919,1.201651692390442,1.2613024711608887,1.1028552055358887,0.9937806129455566,1.2236335277557373,1.4142334461212158,1.3341023921966553,1.2697293758392334,1.270132064819336,1.309217095375061,1.2606828212738037,1.3396575450897217,1.1487789154052734,0.8525833487510681,0.5810019969940186,0.6275901794433594,0.8802161812782288,1.2267577648162842,0.9377493858337402,1.0255242586135864,0.6670407652854919,0.6897644996643066,0.6895086765289307,0.7690874338150024,1.0427569150924683,0.9665757417678833,0.9001397490501404,0.7859423160552979,0.529622495174408,0.656886637210846,0.7719433903694153,0.5623173117637634,0.6961332559585571,0.8989042043685913,0.6890901923179626,0.8327783346176147,0.9981611371040344,1.1785240173339844,1.0930907726287842,0.7859171032905579,1.1898664236068726,1.2347947359085083,0.9722076058387756,1.0693975687026978,1.289597511291504,1.2815618515014648
