,dog,cat,fish,frog,bird,ear,nose,eye,tooth,mouth,face,hair,leg,arm,hand,finger,toe,ankle,foot,lamp,drawer,bench,chair,ladder,table,couch,bed,crib,window,door,closet,refrigerator,oven,sink,bathtub,shower,stroller,motorcycle,car,truck,hose,slide,tree,scarf,jacket,sweater,shirt,bib,pajamas,dress,jeans,pants,shorts,slipper,shoe,sock,mitten,glove,blanket,pillow,towel,napkin,doll,toy,tray,box,book,paper,basket,purse,radio,vacuum,comb,shovel,hat,glasses,necklace,belt,watch,clock,scissors,fork,spoon,crayon,pencil,pen,knife,broom,toothbrush,gum,balloon,ball,nail,carrot,egg,orange,pumpkin,apple,strawberry,melon,pickle,banana,corn,flower,plant,cracker,chips,soup,pizza,muffin,cookie,bread,hamburger,plate,dish,bowl,tape,soap,milk,bottle,jar,glass,coffee,cup,bucket,can
dog,0.0,0.22419458627700806,0.858573317527771,0.8370527029037476,0.7857610583305359,1.036715030670166,1.0652375221252441,1.1430284976959229,1.1669222116470337,1.1125614643096924,0.7877258062362671,0.7889562845230103,0.9154192209243774,0.9040635824203491,1.0688114166259766,1.2409013509750366,1.1732091903686523,1.1109822988510132,1.0237809419631958,1.061476707458496,1.072857141494751,0.9333913922309875,0.9244162440299988,1.0730326175689697,0.8380228877067566,0.6839274168014526,0.7615618705749512,0.8463563919067383,1.0038427114486694,0.9104923009872437,0.8021823167800903,0.9063560366630554,0.9640007615089417,1.0339083671569824,0.9401587843894958,0.9767468571662903,0.7336491346359253,0.7844650745391846,0.8993176221847534,1.046984314918518,0.8278095722198486,0.780460000038147,0.8947536945343018,0.9992641806602478,0.8275645971298218,0.7510074377059937,0.8022948503494263,0.9097001552581787,0.7793622612953186,0.7760438919067383,0.7575215101242065,0.7606627941131592,0.8743829727172852,1.1809186935424805,1.000649094581604,0.9188809394836426,0.8124855756759644,1.0146888494491577,0.795962929725647,0.947150468826294,1.0115269422531128,1.1491214036941528,0.8513394594192505,0.9413127899169922,1.096372365951538,1.087157130241394,1.0619099140167236,1.1014877557754517,1.0098681449890137,1.0255063772201538,1.0549060106277466,0.785729169845581,1.075661063194275,1.1878000497817993,1.0991111993789673,1.1500356197357178,1.1412831544876099,1.176421046257019,1.1136666536331177,1.0628329515457153,1.165657877922058,1.2678685188293457,1.2679126262664795,1.2578336000442505,1.2668538093566895,1.2716782093048096,1.2343777418136597,1.1367017030715942,1.1810460090637207,1.1388367414474487,1.0623620748519897,1.1008046865463257,1.131388545036316,1.0919499397277832,1.189857006072998,1.1361072063446045,1.148677110671997,1.1883398294448853,1.159980058670044,1.0493710041046143,1.139535665512085,1.101809024810791,1.1792957782745361,1.063463568687439,0.959496021270752,0.9847387075424194,0.9885445833206177,0.9997573494911194,0.980368435382843,1.059835433959961,1.0633010864257812,1.0407485961914062,1.0923107862472534,1.1737263202667236,1.0095269680023193,1.1688356399536133,1.259350061416626,1.2673488855361938,1.040209412574768,1.1596723794937134,1.0873591899871826,0.9377188682556152,1.0695414543151855,1.1616809368133545,1.149887204170227,1.086824893951416
cat,0.22419458627700806,0.0,0.7538292407989502,0.8004959225654602,0.7203527092933655,0.9998675584793091,0.9527368545532227,0.9569597244262695,1.0526491403579712,1.0809547901153564,0.7820404767990112,0.7425817251205444,0.968346357345581,0.8922829627990723,1.0386868715286255,1.1227264404296875,1.067651629447937,1.0625169277191162,0.9475042223930359,1.0321027040481567,1.0301934480667114,0.9205129146575928,0.9711660146713257,1.064319133758545,0.8913280367851257,0.7245465517044067,0.7728793621063232,0.9035614132881165,0.9410209059715271,0.9054316282272339,0.7891737818717957,1.006393313407898,0.991232693195343,1.0483217239379883,0.9583043456077576,0.9815658926963806,0.9079971313476562,0.8937884569168091,0.919523298740387,1.1062811613082886,0.9218353629112244,0.8540467023849487,0.9386863112449646,0.9733572006225586,0.7837613821029663,0.7866435050964355,0.8151209354400635,0.9835077524185181,0.8542835712432861,0.8610684871673584,0.7678215503692627,0.7549970149993896,0.8939167261123657,1.0685757398605347,1.001927137374878,0.8883997797966003,0.8522926568984985,1.0313999652862549,0.8150424957275391,0.862663984298706,1.0086932182312012,1.096832036972046,0.9905203580856323,1.0932742357254028,1.1662485599517822,1.086357831954956,1.1011959314346313,1.1035497188568115,1.0338553190231323,1.053375244140625,1.017155408859253,0.8692026138305664,0.9927470088005066,1.134338617324829,0.9735224843025208,0.9777563810348511,1.0916777849197388,1.0671632289886475,1.0397018194198608,1.106587290763855,1.160783290863037,1.1662213802337646,1.1758742332458496,1.1403592824935913,1.1514116525650024,1.1554512977600098,1.1080026626586914,1.1136283874511719,1.188490629196167,1.0942176580429077,1.1063085794448853,1.0917233228683472,1.00165855884552,1.0464309453964233,1.0880608558654785,1.0611145496368408,1.106557846069336,1.0813711881637573,1.141609787940979,1.0612518787384033,1.0546644926071167,1.056442379951477,1.2359533309936523,1.0377076864242554,0.9564458131790161,1.0291990041732788,1.0768039226531982,1.0646485090255737,1.0162073373794556,1.015397310256958,1.0252158641815186,0.9514773488044739,1.1068315505981445,1.156527042388916,1.0437719821929932,1.1865627765655518,1.2633605003356934,1.1926361322402954,1.0990902185440063,1.1446260213851929,1.1475706100463867,0.9501821398735046,1.0778443813323975,1.1967854499816895,1.1839138269424438,1.0482791662216187
fish,0.858573317527771,0.7538292407989502,0.0,0.5042208433151245,0.40783560276031494,1.007839560508728,0.930620551109314,0.8240388631820679,0.7114940285682678,0.9619758725166321,1.06818687915802,1.112637996673584,1.278153896331787,1.2405447959899902,1.1103119850158691,0.9389129281044006,0.9345782995223999,1.054190993309021,0.9955035448074341,0.9344567656517029,1.0543409585952759,1.2165498733520508,1.366464376449585,1.150044560432434,1.234596610069275,1.2381889820098877,1.2888238430023193,1.2932631969451904,1.059464931488037,1.0943726301193237,1.2436658143997192,1.2318060398101807,1.148745059967041,1.132539987564087,1.2396618127822876,1.1805708408355713,1.2329521179199219,1.0464272499084473,0.7268692255020142,0.8615911602973938,1.1370874643325806,1.2347043752670288,0.9820306897163391,1.1179664134979248,1.1789973974227905,1.1934627294540405,1.2713067531585693,1.3273543119430542,1.3461493253707886,1.1924089193344116,1.2919623851776123,1.2489889860153198,1.2480573654174805,0.6931810975074768,0.9414541721343994,1.2616567611694336,1.1713898181915283,0.9815548658370972,1.2011054754257202,1.017453670501709,0.9221547842025757,0.864346981048584,1.114884376525879,1.1182334423065186,1.0757286548614502,1.0917857885360718,1.0178062915802002,0.9900521636009216,1.1278049945831299,1.1231613159179688,0.9151310324668884,1.2340972423553467,0.9133421182632446,0.76624596118927,0.8323341608047485,0.7354267835617065,0.9385625123977661,1.0538840293884277,1.0472991466522217,0.9710168242454529,0.9060055613517761,0.7265064716339111,0.7375235557556152,0.5836485624313354,0.6442803144454956,0.649288535118103,0.6329550743103027,0.9462538957595825,1.0428651571273804,0.7369804978370667,0.7928399443626404,0.710638165473938,0.8412095904350281,0.8212684988975525,0.6606919765472412,0.6139342784881592,0.7360045909881592,0.5755535364151001,0.7344379425048828,0.804233968257904,0.6059073209762573,0.5942761301994324,0.8853580355644226,0.6576012372970581,0.829216718673706,0.9941756725311279,0.9876114130020142,0.9682714939117432,0.8175064325332642,0.7198068499565125,0.7077641487121582,0.6399433612823486,0.7603907585144043,0.8064088821411133,1.1216310262680054,0.9530956745147705,0.9149145483970642,0.739837646484375,1.216200828552246,0.8617324829101562,0.9708991646766663,0.8484225273132324,0.9576282501220703,1.0191034078598022,1.054197907447815,1.0451713800430298
frog,0.8370527029037476,0.8004959225654602,0.5042208433151245,0.0,0.6517012715339661,0.8853431940078735,0.883464515209198,0.8945407271385193,0.7545651793479919,0.9463083744049072,0.9250741004943848,1.0417070388793945,1.1677112579345703,1.1437948942184448,0.9547339081764221,0.9048415422439575,0.9006434679031372,0.9768460988998413,0.9480635523796082,1.1434240341186523,1.0374358892440796,1.1877728700637817,1.304471492767334,1.1456295251846313,1.1863933801651,1.2378517389297485,1.2574784755706787,1.2347280979156494,1.155005931854248,1.104779839515686,1.185368537902832,1.1894903182983398,1.19997239112854,1.202880859375,1.242748737335205,1.1838815212249756,1.1598179340362549,0.9120348691940308,0.8545072674751282,0.9484792947769165,1.0754209756851196,1.0968352556228638,1.0517678260803223,1.14188551902771,1.1268787384033203,1.0917651653289795,1.1814371347427368,1.2128117084503174,1.214551329612732,1.147118091583252,1.1522058248519897,1.12788987159729,1.0946741104125977,0.7954200506210327,0.9651105999946594,1.0935002565383911,1.010497808456421,0.9028946161270142,1.211867332458496,1.0288853645324707,1.012162446975708,0.9897214770317078,0.9777619242668152,0.9109077453613281,1.0045366287231445,1.0630643367767334,0.983404278755188,1.0544887781143188,1.16865074634552,1.1158357858657837,0.9813825488090515,1.1454182863235474,1.0021178722381592,0.8935914039611816,0.8905296921730042,0.8000984191894531,1.0148355960845947,1.047823429107666,1.0118383169174194,1.0826226472854614,0.9436655640602112,0.901115894317627,0.9055191278457642,0.6980105638504028,0.7960529923439026,0.8373861312866211,0.7948611974716187,0.8936967253684998,0.9780767560005188,0.5961002111434937,0.9597581028938293,0.8871038556098938,0.8121621012687683,0.8070693612098694,0.7844884395599365,0.7296900749206543,0.7987678050994873,0.6105610728263855,0.714162290096283,0.5548719167709351,0.4163748025894165,0.49205321073532104,0.8925698399543762,0.5698944330215454,0.7211446762084961,0.8973588347434998,0.9160946011543274,0.9589353203773499,0.7482621669769287,0.6855423450469971,0.7057923674583435,0.6781090497970581,0.7782275676727295,0.9073660373687744,1.0639724731445312,1.0607492923736572,0.9993607997894287,0.8933458924293518,1.142521619796753,0.9577456712722778,0.9957800507545471,0.9300307631492615,1.0071263313293457,1.03505539894104,1.0997767448425293,1.0892670154571533
bird,0.7857610583305359,0.7203527092933655,0.40783560276031494,0.6517012715339661,0.0,1.0247224569320679,1.0063552856445312,0.9100286960601807,0.9002230763435364,1.0870033502578735,1.101462960243225,1.0402065515518188,1.1706827878952026,1.1443819999694824,1.0693793296813965,1.0046160221099854,0.9940579533576965,0.9989038109779358,0.8994964957237244,0.8858228921890259,1.0090100765228271,1.0962508916854858,1.11275315284729,0.9523788094520569,1.1628189086914062,1.1320550441741943,1.221468448638916,1.142777919769287,0.9610764980316162,0.9391355514526367,1.1034836769104004,1.128441572189331,1.1272698640823364,1.1231060028076172,1.2259260416030884,1.1426072120666504,1.0125417709350586,0.9636228084564209,0.8224391937255859,0.8895676136016846,1.1495834589004517,1.2010818719863892,0.9596823453903198,0.9305548071861267,1.0628551244735718,1.0704655647277832,1.1462812423706055,1.1646820306777954,1.1633555889129639,0.9477205276489258,1.1491429805755615,1.07206130027771,1.0821725130081177,0.7786624431610107,0.8545472621917725,1.148937702178955,1.1156779527664185,0.9663701057434082,1.1542329788208008,0.9586473107337952,0.8943749666213989,0.9092237949371338,1.0200858116149902,1.057068943977356,1.103577971458435,1.0412356853485107,0.965583086013794,1.006729245185852,0.9733230471611023,1.0099339485168457,0.9381712675094604,1.0877854824066162,0.9251435399055481,0.8093639612197876,0.8486820459365845,0.9103421568870544,0.9966750741004944,1.0535016059875488,1.0297256708145142,0.921772837638855,0.963167667388916,0.8606396913528442,0.8405073881149292,0.8728028535842896,0.8731878995895386,0.8593002557754517,0.8162549734115601,0.9712463617324829,1.1606796979904175,0.9853916764259338,0.943919837474823,0.8665174245834351,0.9447396397590637,0.9658083915710449,0.8610072135925293,0.8509316444396973,0.8536092042922974,0.7952505946159363,0.9175565838813782,0.9564365744590759,0.802291750907898,0.7855218648910522,1.0504601001739502,0.7137786746025085,0.8128383159637451,0.9420778751373291,1.038603663444519,1.0200145244598389,0.8781338930130005,0.809093177318573,0.7809714078903198,0.8040618300437927,0.813212513923645,0.9316591620445251,1.1012119054794312,1.0022205114364624,1.0061637163162231,0.9275937676429749,1.1004440784454346,0.9426329731941223,1.019016981124878,0.9986543655395508,0.9833577871322632,0.9887213706970215,1.00718092918396,0.9571903944015503
ear,1.036715030670166,0.9998675584793091,1.007839560508728,0.8853431940078735,1.0247224569320679,0.0,0.3611898422241211,0.5818198919296265,0.6466293931007385,0.5350382328033447,0.6686139702796936,0.6290974617004395,0.8549140691757202,0.8679177761077881,0.606950581073761,0.5143150091171265,0.5565826296806335,0.7861045598983765,0.7267987728118896,1.069014310836792,1.1103248596191406,1.2068235874176025,1.159162998199463,1.1017464399337769,1.218679666519165,1.120846152305603,1.1890435218811035,1.1692663431167603,1.1328552961349487,1.0977336168289185,1.114275574684143,1.1127266883850098,1.198387622833252,1.2231467962265015,1.2037445306777954,1.0396583080291748,1.138566255569458,1.1197876930236816,1.0730119943618774,0.9921115040779114,1.0842068195343018,1.1646108627319336,1.108161211013794,0.910649299621582,0.965374231338501,1.045072078704834,0.8953264355659485,0.9363596439361572,1.0303181409835815,0.9876149296760559,0.9009931683540344,0.885969877243042,0.8304489850997925,0.9210330247879028,0.9501867294311523,0.8967429995536804,1.0166698694229126,0.9879803657531738,1.1109120845794678,1.0236320495605469,1.1118735074996948,1.129856824874878,1.113853931427002,1.094438076019287,1.2601693868637085,1.2385859489440918,1.1127490997314453,1.1445473432540894,1.2133839130401611,1.1167120933532715,1.0914899110794067,1.1488981246948242,0.9973024725914001,1.091727614402771,0.77113276720047,0.6448390483856201,0.7274528741836548,0.79812091588974,0.8128185272216797,1.1451054811477661,1.0187774896621704,1.0032610893249512,1.0495260953903198,0.9015082716941833,0.9647542834281921,0.9708253145217896,1.0084121227264404,1.1117825508117676,0.9809200167655945,0.7437134981155396,0.9610137939453125,0.9793309569358826,0.6478692293167114,0.8432323932647705,0.8038612008094788,0.89329993724823,0.9225879907608032,0.849423348903656,0.7848657965660095,0.920452356338501,0.9609708189964294,0.9236341118812561,1.1215965747833252,0.932452380657196,1.067002773284912,0.9261764287948608,1.0851151943206787,1.0443534851074219,1.0488539934158325,0.9274623394012451,1.071779489517212,0.957308292388916,0.9906285405158997,1.1126883029937744,1.1253894567489624,1.1770472526550293,1.1406943798065186,1.091300368309021,1.1839016675949097,1.1712756156921387,1.166106939315796,1.0493298768997192,1.0970767736434937,1.1381341218948364,1.2390979528427124,1.1656774282455444
nose,1.0652375221252441,0.9527368545532227,0.930620551109314,0.883464515209198,1.0063552856445312,0.3611898422241211,0.0,0.2595874071121216,0.48960185050964355,0.36638498306274414,0.450441837310791,0.5370895862579346,0.8342217803001404,0.8615674376487732,0.5411334037780762,0.3614809513092041,0.40025413036346436,0.7182978987693787,0.6358664035797119,1.1108096837997437,1.0791425704956055,1.2063002586364746,1.2458837032318115,1.1392914056777954,1.251230001449585,1.1450467109680176,1.2303547859191895,1.2246994972229004,1.0539318323135376,1.0763615369796753,1.1521389484405518,1.2016150951385498,1.2327388525009155,1.2448146343231201,1.2354315519332886,1.209061861038208,1.2214456796646118,1.1839326620101929,1.0184881687164307,1.010549545288086,1.19589364528656,1.1967241764068604,1.1387567520141602,0.9474541544914246,1.0005017518997192,1.0832281112670898,0.9103248715400696,0.9844154119491577,1.0352635383605957,1.0241700410842896,0.9487480521202087,0.8888733983039856,0.8156880736351013,0.9088422656059265,1.0243271589279175,0.8879528045654297,1.1514008045196533,1.045055627822876,1.1579339504241943,0.9986640214920044,1.1178693771362305,1.0943552255630493,1.0974152088165283,1.2073477506637573,1.313324213027954,1.2172369956970215,1.1684837341308594,1.1193114519119263,1.2716169357299805,1.1933598518371582,1.1399842500686646,1.2151108980178833,1.017295479774475,1.10531485080719,0.7169744372367859,0.3524359464645386,0.8669577836990356,0.7900837063789368,0.8833944797515869,1.162414789199829,1.1234549283981323,0.9983557462692261,1.034704566001892,0.8055393695831299,0.9077519178390503,0.9117092490196228,0.9619943499565125,1.112189531326294,1.0183824300765991,0.6675844788551331,0.9520545601844788,0.9099441170692444,0.5103422403335571,0.694231390953064,0.6294050812721252,0.7385762929916382,0.8261656761169434,0.7196571826934814,0.7628244161605835,0.8951793909072876,0.8617318868637085,0.8919928073883057,1.1236568689346313,0.9776228070259094,1.1100033521652222,0.9179949164390564,1.0798168182373047,1.0819262266159058,1.0196057558059692,0.892788290977478,1.0404632091522217,0.8490058183670044,1.0180044174194336,1.1292368173599243,1.2059884071350098,1.219640851020813,1.1444746255874634,1.0199602842330933,1.1817761659622192,1.1169097423553467,1.1902155876159668,0.9974169731140137,1.0675090551376343,1.1352190971374512,1.2691068649291992,1.136156439781189
eye,1.1430284976959229,0.9569597244262695,0.8240388631820679,0.8945407271385193,0.9100286960601807,0.5818198919296265,0.2595874071121216,0.0,0.47083353996276855,0.47443193197250366,0.7267028093338013,0.7688830494880676,0.9973021149635315,1.0120010375976562,0.7473411560058594,0.4323861002922058,0.4638789892196655,0.8161309957504272,0.703069806098938,1.0527995824813843,1.0313289165496826,1.2265820503234863,1.3077166080474854,1.098337173461914,1.3417470455169678,1.248866319656372,1.2713078260421753,1.2923002243041992,1.0161570310592651,1.0436105728149414,1.1873210668563843,1.2854982614517212,1.232104778289795,1.2533329725265503,1.2842233180999756,1.1692575216293335,1.335822343826294,1.216057300567627,0.9625741839408875,0.9771175384521484,1.2444148063659668,1.2937116622924805,1.1414194107055664,0.9831976294517517,1.0939279794692993,1.1812989711761475,1.080428123474121,1.175850510597229,1.135995864868164,1.1191692352294922,1.084699273109436,1.0093923807144165,0.9711335301399231,0.759828507900238,0.9969121217727661,0.9483879804611206,1.2212624549865723,1.0666577816009521,1.2066197395324707,1.0325942039489746,1.1260335445404053,1.0783257484436035,1.1912704706192017,1.2662544250488281,1.2905333042144775,1.2108501195907593,1.1654586791992188,1.1056902408599854,1.2265279293060303,1.1593599319458008,0.9839969873428345,1.285589575767517,0.8951917886734009,0.9975463151931763,0.6808927655220032,0.3030942678451538,0.8387770652770996,0.7170716524124146,0.7438637018203735,1.0488481521606445,1.0633479356765747,0.871437668800354,0.9040586948394775,0.5985425710678101,0.7063990831375122,0.6962835788726807,0.7695887088775635,1.0303717851638794,1.0199958086013794,0.6906161904335022,0.8613786697387695,0.7515780329704285,0.4162852168083191,0.7812641263008118,0.5795262455940247,0.6947232484817505,0.80204176902771,0.6296026110649109,0.8111156225204468,0.938788652420044,0.7613454461097717,0.8514614105224609,1.108759880065918,0.9367820024490356,1.09989333152771,0.9429038763046265,1.160673975944519,1.1134562492370605,1.0278531312942505,0.7666022181510925,0.8814693689346313,0.7919738292694092,0.910283088684082,1.0304259061813354,1.2129067182540894,1.1488715410232544,0.9798879027366638,0.888299286365509,1.2428557872772217,1.0084894895553589,1.157928228378296,1.046509861946106,0.9754436016082764,1.0726778507232666,1.181374192237854,1.0618298053741455
tooth,1.1669222116470337,1.0526491403579712,0.7114940285682678,0.7545651793479919,0.9002230763435364,0.6466293931007385,0.48960185050964355,0.47083353996276855,0.0,0.4422541856765747,0.9341167211532593,0.9697126150131226,1.069309115409851,1.0750788450241089,0.7801750898361206,0.43985694646835327,0.4536550045013428,0.8336193561553955,0.6980123519897461,1.1398154497146606,0.9470388293266296,1.1583516597747803,1.2960898876190186,1.0766384601593018,1.3319165706634521,1.2586627006530762,1.311646580696106,1.3294861316680908,1.184524655342102,1.130759596824646,1.3182578086853027,1.3322153091430664,1.2916382551193237,1.2738566398620605,1.276537299156189,1.2955188751220703,1.295790433883667,1.323490023612976,0.9147648811340332,0.8765136003494263,1.35233736038208,1.2587933540344238,1.153566598892212,1.0041474103927612,1.1774322986602783,1.254994511604309,1.1487153768539429,1.2254860401153564,1.2529301643371582,1.1997448205947876,1.1183747053146362,1.0616880655288696,1.020999789237976,0.5379904508590698,0.8926044702529907,1.0140821933746338,1.2218395471572876,1.0319815874099731,1.2812576293945312,0.9634596705436707,1.0145612955093384,0.9688624739646912,1.2116847038269043,1.2043874263763428,1.1705067157745361,1.1643275022506714,1.0799314975738525,1.0721849203109741,1.139845609664917,1.1145246028900146,0.9161064028739929,1.3773622512817383,0.8186963200569153,0.7804221510887146,0.7318530678749084,0.432949423789978,0.7700988054275513,0.7754070162773132,0.8680543899536133,1.1335909366607666,0.9607887268066406,0.6517503261566162,0.7055426239967346,0.4015352725982666,0.5079120397567749,0.5304020047187805,0.5249407291412354,0.9515467286109924,0.9190824031829834,0.558682918548584,0.9339624047279358,0.8137617111206055,0.37452447414398193,0.7135339975357056,0.4782276749610901,0.6227515935897827,0.750683069229126,0.5369580388069153,0.5746678113937378,0.8240997791290283,0.5781657695770264,0.6104885339736938,1.0212293863296509,0.8618596792221069,1.066926121711731,0.7374115586280823,0.965352475643158,1.0503774881362915,0.863701581954956,0.617380678653717,0.7201318740844727,0.5218644738197327,0.795268177986145,0.9195613861083984,1.1994884014129639,1.086543083190918,0.8908343315124512,0.6816884875297546,1.178132176399231,0.9494158625602722,1.1237132549285889,1.0944417715072632,1.0704745054244995,1.0154482126235962,1.1430368423461914,1.0005441904067993
mouth,1.1125614643096924,1.0809547901153564,0.9619758725166321,0.9463083744049072,1.0870033502578735,0.5350382328033447,0.36638498306274414,0.47443193197250366,0.4422541856765747,0.0,0.6401907205581665,0.7936964631080627,0.8745936751365662,0.9965303540229797,0.7068465948104858,0.4836728572845459,0.5023040771484375,0.8024652004241943,0.7549463510513306,1.1322134733200073,1.095509648323059,1.1978822946548462,1.227135181427002,1.141427755355835,1.2350577116012573,1.1987512111663818,1.2437139749526978,1.174121618270874,1.1166001558303833,1.1385095119476318,1.2139734029769897,1.190079689025879,1.2268863916397095,1.1929130554199219,1.1986958980560303,1.188454508781433,1.1635651588439941,1.1448159217834473,0.9981931447982788,0.9977616667747498,1.1455203294754028,1.1938804388046265,1.1550207138061523,0.9486919641494751,1.0913543701171875,1.0988072156906128,0.9801953434944153,1.0308887958526611,1.0174543857574463,1.044240951538086,1.0333298444747925,1.003547191619873,0.9143062829971313,0.8681292533874512,0.967197060585022,0.9932848215103149,1.1832411289215088,1.0643508434295654,1.2058284282684326,1.1422874927520752,1.1878485679626465,1.1769222021102905,1.1320245265960693,1.13396155834198,1.1713675260543823,1.1761736869812012,1.116624355316162,1.154251217842102,1.1850067377090454,1.1142456531524658,1.0915788412094116,1.2004964351654053,0.9546767473220825,1.0765480995178223,0.8291716575622559,0.6060365438461304,0.7738606929779053,0.8312867283821106,0.9204536080360413,1.1258959770202637,1.0555293560028076,0.9495536088943481,0.9825180172920227,0.795202910900116,0.8816871047019958,0.884107768535614,0.9236900210380554,1.0780272483825684,0.9576053023338318,0.6828449964523315,0.9055290222167969,0.8838801383972168,0.6913228034973145,0.8492279052734375,0.7511186599731445,0.8427287340164185,0.8656999468803406,0.7689131498336792,0.603570818901062,0.935759961605072,0.8851587176322937,0.8783732652664185,1.0055116415023804,0.9690405130386353,1.063011884689331,0.9180704355239868,0.9903222918510437,1.072509527206421,0.9833201766014099,0.8634175658226013,0.9927659034729004,0.9073781967163086,0.9345747828483582,1.0758137702941895,1.1808178424835205,1.1153441667556763,1.026271939277649,0.9560115337371826,1.1739275455474854,1.0516130924224854,1.0584677457809448,1.0101820230484009,1.0428982973098755,1.0288059711456299,1.155876874923706,1.1493299007415771
