,zebra,giraffe,deer,pony,horse,pig,rooster,penguin,bird,duck,fish,butterfly,frog,alligator,owl,elephant,bear,cat,dog,face,hair,arm,hand,leg,foot,ankle,finger,toe,tooth,ear,nose,eye,mouth,stroller,motorcycle,tricycle,truck,car,lamp,chair,bench,drawer,ladder,window,door,closet,shower,refrigerator,oven,crib,bed,couch,table,bathtub,sink,boat,slide,hose,sprinkler,swing,grass,tree,snow,helicopter,firetruck,clock,ball,balloon,pumpkin,egg,orange,apple,potato,strawberry,hat,slipper,watch,nail,raisin,glasses,necklace,carrot,vacuum,broom,mop,stick,shovel,scissors,spoon,fork,knife,pencil,pen,crayon,plant,flower,soap,bottle,cup,can,belt,radio,basket,milk,jar,bucket,tape,bowl,plate,corn,pickle,banana,melon,bread,cookie,toast,cracker,sandwich,chips,pizza,hamburger,muffin,pastry,meat,pasta,sauce,soup,applesauce,glass,coffee,dish,tray,box,book,paper,rock,comb,toothbrush,gum,toy,doll,mitten,glove,sock,shoe,purse,pillow,towel,napkin,blanket,dress,pajamas,bib,scarf,coat,jacket,sweater,shirt,jeans,pants,shorts,cloud,game
zebra,0.0,0.27850795,0.57692957,0.5457419,0.5942054,0.7631586,0.7484752,0.54827553,0.74653983,0.81117785,0.71567345,0.6897074,0.76877946,0.6799071,0.6965822,0.44330162,0.6640799,0.8732965,0.9035324,1.0402818,1.0408423,1.0030551,1.0521402,1.0450237,1.0582755,1.0215855,1.0484629,1.083507,1.0085694,1.0421373,1.0236354,0.9884529,1.0459843,1.0372069,0.96781546,0.9836525,1.0686488,0.8778362,1.0665559,1.0963156,1.0622286,1.1327249,1.0608433,1.1356806,1.1487235,1.0942192,1.1328548,1.0432727,1.1298134,1.0294569,1.0652081,1.1405488,1.094828,1.1233097,1.1388023,1.0448444,1.0560504,1.0295638,1.0192356,1.0592552,0.90533364,0.93498915,1.0592667,0.96428615,1.0242263,1.1579211,1.0051737,0.9757712,1.0213417,1.0262017,0.96543896,0.9727687,1.0971541,0.98514813,1.0671525,1.128716,1.0756052,0.97114027,1.0984975,1.0700308,1.1041033,0.98268706,1.0906056,1.0782695,1.1393696,0.99637914,1.0647218,1.0370178,1.0944899,1.021157,1.0760281,1.0075461,1.0560896,0.9302146,0.9362734,0.91998094,1.121809,0.9825704,1.1610243,1.0404129,1.1310182,1.0928941,1.1551555,0.965323,1.090565,1.0861026,1.0517628,1.152561,1.0897115,0.9226254,1.1015829,0.9447196,1.0307277,1.1140792,1.1327579,1.0630747,1.0895219,1.0717906,1.1238042,1.0719153,0.9801273,1.1190845,1.1596164,0.92717427,0.9615506,1.1112387,1.1253293,1.1174967,1.1091362,1.073261,1.1199551,1.1774539,1.069973,1.0218858,1.0338708,1.0374591,1.008982,0.9891046,1.0683837,0.9742245,1.0677481,1.1151655,1.1235013,1.1397173,1.0499452,1.1649388,1.1363429,1.1142838,1.0882957,1.1424006,1.1185902,1.0520678,1.1274705,1.0941272,1.0776742,1.0751089,1.066128,1.0337127,1.0919123,1.0523647,1.12287,0.967705,1.0199296
giraffe,0.27850795,0.0,0.5517854,0.6698116,0.6955525,0.803331,0.8393024,0.50502956,0.77417654,0.80529976,0.83681285,0.80069405,0.7557451,0.6617638,0.6569665,0.40031087,0.6838383,0.85978913,0.88593674,1.0158422,1.0716008,0.98160225,1.0559701,0.9957262,1.0581447,1.0243018,1.0791888,1.0848669,1.0533446,1.0497757,0.9887893,1.0399994,1.0575777,1.0034188,1.0838825,0.9928619,0.99084157,0.91008866,1.0617229,1.0669234,1.0786959,1.1906809,0.9385756,1.156012,1.1462662,1.1015857,1.1102531,1.0386505,1.1227455,1.008033,1.0532945,1.1284536,1.1303537,1.131896,1.1445045,1.0919714,0.96294,1.0746063,1.0164789,1.0086124,0.9577328,0.90596306,0.984006,0.8864436,0.9406339,1.118215,1.0049026,0.9743137,1.0257386,1.001107,0.9825173,1.0173603,1.1074388,1.0016218,1.0823628,1.0641534,1.0652139,1.022374,1.0854926,1.0287174,1.0444695,1.0290893,1.0826797,1.1187648,1.1499822,0.9624412,1.086791,1.0411851,1.1023655,1.0873336,1.100368,1.0336298,1.0715464,0.98210496,1.0322509,1.0035497,1.0539538,0.9743574,1.1243069,1.1443446,1.1448311,1.0920821,1.2149369,0.9255167,1.0740994,1.085598,1.0531193,1.177098,1.1480126,1.0143175,1.0997298,0.92085755,1.0552819,1.095818,1.0518534,1.0655668,0.97918123,1.0550342,1.1561384,0.92163503,0.9913269,1.0500144,1.1147972,0.96133494,0.9615879,1.0408282,1.1390297,1.1217325,1.0879561,1.04255,1.1533891,1.1707714,1.0247836,1.0088161,1.0340761,1.0462824,1.1113055,0.9722589,1.0410894,0.95455486,1.0472414,1.1285996,1.1413621,1.1041183,1.0421542,1.0909669,1.1101625,1.0738764,1.1445132,1.1345139,1.0657731,1.045144,1.050618,1.0971335,1.0533063,1.1023079,1.0823991,1.0502708,1.1069692,1.049827,1.122787,0.93605363,1.0080233
deer,0.57692957,0.5517854,0.0,0.7299523,0.65733194,0.6952203,0.77126586,0.69942546,0.5608428,0.64887524,0.7225116,0.7258,0.6408711,0.7434124,0.6543032,0.6741358,0.6114282,0.75892025,0.80569136,0.97806346,1.0517185,0.9916331,1.0569725,0.9896041,1.0506934,1.0234679,1.0596008,1.0640448,1.0513241,1.0133747,0.997332,0.9889493,1.0517588,1.006463,0.9648267,0.98789597,0.90714025,0.85080487,1.1221733,1.0841044,1.085758,1.1367786,1.066031,1.0587205,1.1080872,1.104411,1.1371096,1.0228816,1.0263981,1.0538156,1.0602126,1.0931257,1.1205235,1.1398703,1.1251155,0.9786426,1.0838172,1.1340815,1.0281373,1.0539699,0.98215,0.84921587,0.98499835,0.8640817,0.98419106,1.1542627,1.0273242,1.0937581,0.9363579,0.9171314,1.024563,0.83864844,0.9764266,0.99367845,1.1011785,1.1178516,1.1367407,1.0707861,1.0704387,1.0722764,1.0953983,0.92954993,1.068505,1.1617582,1.1891587,0.8949197,1.0838825,1.0391026,1.1507881,1.0774293,1.0153973,1.10488,1.1209627,1.1075268,0.94523805,0.94695413,1.1011854,1.0943148,1.1490952,1.0877606,1.0873107,1.0626389,1.1144056,1.0320754,1.1370771,1.1741385,1.0744613,1.1901348,1.1698688,1.002981,0.9729601,1.0283101,0.99567735,1.0480193,1.0921543,1.0573572,1.1049081,0.97211593,1.1090456,1.0455953,0.92313886,1.0516119,1.0835953,0.8598392,1.0529779,1.013952,1.0674509,1.068231,1.1328268,1.0400612,1.1281945,1.1829607,1.1078309,1.0433629,1.0972247,1.0425406,1.1251874,1.0899104,1.121332,1.0659283,0.9647229,1.1753198,1.1668485,1.1416031,1.1222491,1.0842466,1.141298,1.1410762,1.1671299,1.1981878,1.0346128,1.1164801,1.0704857,1.0877569,0.9844453,1.0933816,1.0704781,1.0952214,1.0874034,1.0262662,1.0480185,1.0235174,1.0463763
pony,0.5457419,0.6698116,0.7299523,0.0,0.21171033,0.59649533,0.62239635,0.8002484,0.8458802,0.8407546,0.81067574,0.84171396,0.8995041,0.8527836,0.80505365,0.627623,0.66830534,0.7197552,0.6739906,1.0588696,0.9364606,1.0490185,1.077528,1.065301,1.0428933,0.9926684,1.1049978,1.0476087,1.1047875,1.0728768,1.1065695,1.0530083,1.1214913,0.9277583,0.877184,0.85811055,0.959672,0.8839834,1.1165245,1.0828663,1.0153239,1.1849735,1.0909193,1.112448,1.0964172,1.1367301,1.1040736,1.0677032,1.1204528,1.036139,1.0509107,1.0703926,1.0741606,1.0769541,1.1616092,0.89664793,0.9916117,0.9596945,0.9876,1.0087287,0.88558936,0.9176603,1.0067381,0.94628674,0.94690806,1.1418873,1.0383843,1.0486462,0.9973653,1.0488193,0.99231094,0.9800492,1.0267607,0.975439,1.0766412,1.1023575,1.1107875,1.0792071,1.083073,1.0811546,1.0997142,0.9387473,1.0663861,1.0468725,1.073508,1.002343,1.0848508,1.0310576,1.199601,1.113627,1.0933884,1.0886722,1.1026001,1.0555792,0.9131469,0.9566782,1.1252917,1.0753051,1.1690159,1.0850229,1.0833476,1.0885507,1.0208973,1.0407127,1.1039404,1.0028657,1.0675662,1.1380439,1.1454773,1.0117725,1.0697029,1.0274277,1.1044827,1.0485462,1.0468738,1.061989,1.0455619,1.0693723,1.0118814,1.0445892,0.93272907,1.0232135,1.0797272,0.9497746,0.9791899,1.072836,1.0798011,1.0501685,1.1810813,1.1133766,1.1518143,1.1826398,1.0636284,1.0328151,1.0833439,1.0197358,1.0633014,1.114664,1.0866134,0.9605815,0.93056667,1.1212878,1.1579119,1.0617005,1.0539408,1.0799184,1.1437616,1.1222022,1.1558741,1.104102,1.0677934,1.0498677,1.0558716,1.0887343,1.0428903,1.0692103,1.012598,1.0554725,1.0004263,1.0322701,1.0341861,0.9952095,1.0167983
horse,0.5942054,0.6955525,0.65733194,0.21171033,0.0,0.68970853,0.6904259,0.8313207,0.81851685,0.8419408,0.7995825,0.79379773,0.8822474,0.8776755,0.85610956,0.7331801,0.73748004,0.681111,0.66886026,1.0022818,0.99932325,0.98821676,1.033202,0.99135816,1.0760758,1.0287753,1.0724672,1.0765524,1.0771697,1.0591509,1.0678608,1.0223428,1.089297,0.9687298,0.7718213,0.9024902,0.90212256,0.89399517,1.1183164,1.0278667,1.0480893,1.1555407,1.091373,1.0549883,1.0295259,1.0673299,1.0708027,1.0509379,1.0841229,1.0180712,1.0023893,1.0534424,1.0327351,1.0373936,1.1237016,0.88808626,1.0345203,0.9453204,1.0187206,1.0362654,0.97145915,0.878371,0.98795813,0.9172504,0.9477415,1.090052,1.0714839,1.0536914,1.0331604,1.047159,1.0129029,0.98135376,1.0864077,1.0195647,1.0042993,1.129986,1.046876,1.1018478,1.0336059,1.0578259,1.0522904,1.0018224,1.0439721,1.1218084,1.1404562,1.076948,1.1024077,1.0294354,1.1703943,1.15138,1.0689439,1.102948,1.0914906,1.0822337,0.92354876,0.9510239,1.1760355,1.0467889,1.1341376,1.1147814,1.0202668,1.0840194,1.075085,1.0388831,1.0917813,1.085029,1.0790551,1.1188675,1.1175895,1.0097127,1.0547538,1.0516559,1.0775925,1.0687073,1.0735292,1.0918102,1.1113504,1.0335267,1.0365744,1.0578924,0.9369875,1.0811518,1.1076424,0.9270055,1.0191263,1.0393507,1.0877937,1.0891156,1.1491318,1.0642362,1.1175808,1.1446084,1.0970875,0.9990106,1.1109009,1.0767461,1.1130723,1.1414146,1.1317732,1.0036147,0.9398953,1.18515,1.1031115,1.1089566,1.066321,1.0532988,1.1011794,1.1458528,1.1664925,1.1129922,0.9777349,1.0586191,1.0903882,1.0286492,0.96150327,0.9950546,1.0166879,1.0421382,0.97662586,0.9814988,1.0578412,1.0085546,1.0124549
pig,0.7631586,0.803331,0.6952203,0.59649533,0.68970853,0.0,0.6153737,0.8087232,0.8607485,0.7915981,0.81003964,0.8974787,0.7921821,0.72495604,0.8269882,0.6503883,0.6642349,0.8447039,0.8103477,0.95564055,1.0826426,0.9549695,1.0191689,0.99854314,0.91967124,0.94907963,1.0284793,0.9568694,0.97621167,0.9912692,0.9575568,1.0334148,0.9926699,1.157295,1.0056735,1.0534978,0.9203442,1.0141932,1.2402318,1.1958725,1.1208496,1.2003316,1.0550584,1.1794735,1.1700008,1.2142886,1.0976979,1.0742043,1.0982807,1.1330107,1.1092894,1.1673295,1.1792767,1.0988703,1.1434708,0.9948133,1.1261278,1.0550139,1.0100937,1.1019336,0.89905643,0.96741295,1.0893013,0.95138127,0.99723136,1.14242,1.080827,1.0581884,0.9141176,0.8904219,0.9106867,0.86011803,0.7971513,0.9323842,1.0783234,1.020451,1.0940726,1.0566885,1.0267379,1.0597882,1.1347301,0.83867145,1.1057324,1.0686574,1.0866851,1.038516,1.0617508,1.093689,1.1664499,1.0868499,1.0226647,1.0274386,1.0274098,1.0535895,0.9814349,0.9219952,1.0871677,1.118255,1.19609,0.95371735,1.0361974,1.0888371,1.096233,0.976607,1.0559425,1.027753,1.0785573,1.1839967,1.1152364,0.8077147,0.97794753,0.9142815,0.91731256,0.9773548,1.0155126,0.9973032,1.0333931,0.9544056,0.98618025,1.0470691,0.90369076,0.98639166,0.99236774,0.7216182,1.062611,1.1117026,1.0940949,1.0378708,1.1349776,1.1575667,1.1461401,1.1548047,1.107783,1.0302913,1.0249884,1.0347408,1.0371608,1.0732341,1.1123677,0.9541709,1.042565,1.113174,1.1151094,1.0813291,1.0524544,1.1225979,1.2012694,1.1219156,1.1349492,1.1993449,1.0712572,1.0735694,1.1029379,1.1061988,1.0769159,1.1256417,1.0654144,1.03969,1.0397415,1.1055008,1.042936,0.91689724,1.0531188
rooster,0.7484752,0.8393024,0.77126586,0.62239635,0.6904259,0.6153737,0.0,0.7265321,0.62451607,0.61553955,0.74978393,0.7693988,0.79622966,0.7319177,0.7026415,0.88777983,0.815207,0.8205137,0.8555219,1.0444578,1.0624069,0.9779946,1.1048208,1.0597001,1.0492699,1.0744548,1.0836184,1.104993,1.1533597,1.053867,1.1318649,1.0687324,1.134975,1.1433858,0.9159611,0.9617893,0.94733953,0.9824976,1.0628837,1.1359442,1.0159322,1.1559385,1.0832065,1.0741321,1.0489541,1.1764971,1.0865942,1.0828122,1.0374087,1.1450539,1.068316,1.1545901,1.13998,1.0896062,1.1398464,0.96396923,1.0904021,1.0366061,0.9783368,1.0897348,0.8964015,0.97460526,1.0589695,0.9804524,0.9874091,1.0759845,0.9665064,1.0510415,0.90359396,0.5951106,0.9210896,0.8951896,0.8938179,0.96212167,1.0662423,1.1051997,1.1180732,1.1122708,1.0190271,1.0816753,1.1486102,0.7993938,1.1038057,0.98071784,1.0383362,1.0650809,1.0068393,1.0993392,1.0696142,1.0235481,1.0171516,1.0621114,1.0624529,1.0715156,0.90833616,0.88189054,1.1469132,1.1006222,1.1456354,0.9907042,1.0867678,1.0370512,1.0335214,1.0028144,1.148028,1.0476131,1.0625756,1.1009294,1.0566101,0.79549205,0.96836454,0.9511979,0.9938562,1.0105684,1.0639806,0.9762751,1.1434044,0.92937714,1.0091939,1.0667087,0.90896046,0.97894716,0.9380212,0.8771338,1.011944,1.0011803,0.98854667,1.0229093,1.1179643,1.0490916,1.090655,1.1318473,1.0359681,1.048988,1.0367916,1.0320282,1.0534835,1.1495237,1.1299263,1.0035583,1.0732352,1.1007258,1.1024129,1.0943146,1.0441817,1.2312996,1.1111205,1.1557028,1.1149238,1.2020804,1.1257153,1.1057204,1.1838181,1.1249622,1.1361954,1.1793113,1.0964416,1.1054794,1.0980852,1.1136386,1.1078856,0.9918348,1.0591856
penguin,0.54827553,0.50502956,0.69942546,0.8002484,0.8313207,0.8087232,0.7265321,0.0,0.55335575,0.6244053,0.63148916,0.7315972,0.7039734,0.75563097,0.58523417,0.61380124,0.6441294,0.7702931,0.7729958,1.0554652,1.0844729,1.0068206,1.1071045,1.0101366,1.0725769,1.1215051,1.0572777,1.0454042,1.0750251,1.0550984,1.084729,1.0949427,1.0581387,1.0794758,0.96906835,0.9996875,1.0712482,0.9248142,1.1199405,1.138692,1.1012642,1.1288327,1.0620992,1.0872258,1.0930318,1.1309354,1.1181084,1.0384668,1.0642849,1.0924385,1.0627358,1.1549258,1.1458666,1.0809357,1.1393106,0.9385506,1.0797349,1.0954278,1.0974772,1.1114712,1.0932082,1.0441233,0.9088703,0.9406818,0.9720363,1.0942827,1.0365055,0.97332096,1.0313522,0.94380826,0.9486316,0.9925411,1.0128263,0.9870762,1.0330484,1.0368694,0.97084004,1.0210412,1.0618263,1.0959945,1.022012,0.92914826,1.0524019,1.1451274,1.146329,1.0373651,1.0970156,1.0347854,1.0948226,1.089672,1.0637336,1.0429525,1.0008624,0.97773,1.0979441,0.92622304,1.0369736,1.000785,1.1185329,1.0090133,1.1186765,1.0151497,1.1629119,1.0362006,1.084525,1.0750167,1.0271492,1.1733172,1.1220077,1.0048757,1.0872606,0.9230821,1.0151618,1.0670321,1.1239607,1.0518184,1.0587137,1.0287771,1.0954726,1.0115528,1.0169257,1.056226,1.0565386,0.9855502,0.9923754,1.0340524,1.066358,1.0503541,1.1516292,1.0515865,1.101583,1.0898666,1.0812972,1.023302,1.0686004,1.0074927,1.0464998,0.9959685,1.0814561,0.8798706,1.0215256,1.0566422,1.1074356,1.1152227,1.045711,1.1066396,1.16709,1.0606513,1.1542723,1.1432309,1.0468948,1.1185501,1.1035566,1.014203,1.0038704,1.0725081,1.0448449,1.1022117,1.0723845,1.1060634,1.1224823,0.9678396,0.9956941
bird,0.74653983,0.77417654,0.5608428,0.8458802,0.81851685,0.8607485,0.62451607,0.55335575,0.0,0.45466244,0.6292285,0.5335281,0.54623324,0.74973416,0.47286892,0.81287205,0.71806955,0.768486,0.8299936,1.0009139,1.0969539,1.0476459,1.1680912,1.0325967,1.1504734,1.1470157,1.12419,1.1016045,1.0620407,1.0938957,1.0877343,1.0108037,1.0628815,1.0660802,0.9559461,1.0242454,0.991271,0.8772789,1.005179,1.0888815,1.0199085,1.101995,1.0700583,1.0550995,1.1137885,1.1396556,1.1138204,1.144505,1.1152749,1.0887452,1.0807612,1.110883,1.0674025,1.1133647,1.1116626,0.99901825,1.1041467,1.0902613,0.9932892,1.0778174,1.0365267,0.8992055,0.9783534,0.8748124,1.0489047,1.0435565,0.99692124,1.037506,0.9600965,0.8627149,0.90904355,0.8556536,1.016675,0.9392661,1.0948923,1.1905854,1.0428059,1.0397432,0.90610963,1.1579436,1.0263647,0.97724867,1.0399036,1.1052247,1.1142824,0.94392484,1.068751,1.1292392,1.1146479,1.1036557,1.1253569,1.0984839,1.0962046,1.0845641,0.8610264,0.74714684,1.1517243,1.0756507,1.0127959,1.0560261,1.1219921,0.9996823,1.0808063,1.0849595,1.1276813,1.1141694,1.0222124,1.1028451,1.0906198,0.9717404,1.0359943,0.98743993,0.9485381,1.0092393,1.0600141,1.0622568,1.087928,0.9668259,1.0883045,1.0440301,0.971633,0.97847223,0.94802433,1.0365303,1.0239167,1.0366921,0.9804025,0.98759,1.1630385,0.9357137,1.0434273,1.1118112,1.1557982,1.0707798,1.1647152,1.0246148,1.1273082,1.1436002,1.1517568,0.93187827,0.99187845,1.168364,1.153518,1.1498846,1.1313279,1.0920248,1.1333716,1.1866149,1.1852086,1.1939594,0.9939459,1.1109327,1.0752792,1.0524988,1.0688074,1.1196331,1.0871286,1.1427171,1.1524998,1.0987532,1.1282382,1.0388876,0.9627244
duck,0.81117785,0.80529976,0.64887524,0.8407546,0.8419408,0.7915981,0.61553955,0.6244053,0.45466244,0.0,0.6984537,0.7357961,0.69244814,0.5951681,0.67527425,0.83533466,0.7134218,0.815289,0.76241124,0.92944276,1.0466154,1.0670342,1.1534178,1.091513,1.0642564,1.075782,1.0800905,1.0572201,1.0943644,1.0382195,1.0909908,1.039587,1.091423,1.0850748,0.9772423,1.0184399,0.9509007,0.86690336,1.0501446,1.1461955,1.0046539,1.1564305,1.1451701,1.078117,1.0718157,1.1677401,1.0644368,1.1506497,1.1143061,1.2093109,1.125572,1.1210514,1.125808,1.0323079,1.0654414,0.8237848,1.0559493,1.0235037,0.91115236,1.0605403,0.96115106,0.99911684,1.0241969,0.9618312,1.0162904,1.0981163,0.9890593,1.0256275,0.9436181,0.85697854,0.9520434,0.9353196,0.9957275,1.0454949,1.0551095,1.0514061,1.0482355,1.1116736,1.0324031,1.1004839,1.0857337,0.9727576,1.0782108,1.0782251,1.1197248,1.0381402,1.0626289,1.1155169,1.1001891,1.0649388,1.1047392,1.0750821,1.0424027,1.034559,1.0020698,0.8167788,1.0935528,1.0102583,1.1198523,1.0849783,1.1048111,1.043725,1.0890634,1.0556986,1.1296316,1.0492263,1.0580782,1.1064959,1.0654763,0.91708285,1.0009857,1.0447366,0.9974395,0.9453673,1.0473533,1.0105733,1.0974317,0.9653471,1.057678,0.99071306,0.9363703,0.9592031,0.9927658,0.9339125,1.0824229,1.1176604,0.99389035,1.0216941,1.0829024,1.0461028,1.0671272,1.1425395,1.0874789,1.0686436,1.1397746,0.9800028,1.0713187,1.0568955,1.1349648,0.922843,1.0027835,1.1261718,1.1035048,1.1201822,1.032209,1.1154195,1.159085,1.101703,1.1446398,1.2007132,1.0777485,1.1005292,1.0843625,1.0407275,1.0779576,1.0693921,1.03578,1.0489699,1.1180918,1.0849787,1.1639972,1.0093981,0.9932314
