subject_id,age_youngest,age_compared,correlation,n_common_categories
00400001,10,11,0.743638978749482,114
00400001,10,12,0.7318119636511469,113
00400001,10,13,0.7070102118694241,113
00400001,10,14,0.6575889355585911,112
00400001,10,15,0.6903426979238988,110
00400001,10,16,0.6429750947831069,105
00400001,10,17,0.6633190079518175,109
00400001,10,18,0.5770550119318257,106
00400001,10,19,0.6426059139121624,109
00400001,10,20,0.5828837938622217,109
00400001,10,21,0.5620369792398852,110
00400001,10,22,0.5430380673675732,106
00400001,10,23,0.5371069595822355,109
00400001,10,24,0.5495609366159415,106
00400001,10,25,0.5645162274067244,109
00400001,10,26,0.6439869174807952,109
00400001,10,27,0.5825331074547845,106
00400001,10,28,0.6119245953824098,109
00400001,10,29,0.5022025514888132,98
00370002,9,10,0.6617685233256397,136
00370002,9,11,0.6567996019715033,134
00370002,9,12,0.6222035986801939,139
00370002,9,13,0.6304521620342226,136
00370002,9,14,0.5983962254440776,135
00370002,9,15,0.6117816363448099,134
00370002,9,16,0.6451293980498807,143
00370002,9,17,0.6225648237199775,138
00370002,9,18,0.6699347759984678,137
00370002,9,19,0.5932564267362489,137
00370002,9,20,0.5694076307130991,129
00320001,9,10,0.6881396500471905,136
00320001,9,11,0.6862933846918431,137
00320001,9,12,0.7651598206777311,136
00320001,9,13,0.7505122614359255,137
00320001,9,14,0.7334018598684822,141
00320001,9,15,0.7196850626825021,138
00320001,9,16,0.7152693690618929,135
00320001,9,17,0.6769105855205118,137
00320001,9,18,0.6891572606636239,132
00320001,9,19,0.6968840784078237,131
00320001,9,20,0.6414446728989176,133
00320001,9,21,0.5815811908181676,92
00500001,12,13,0.6667593548907502,119
00500001,12,14,0.6110533682458138,115
00500001,12,15,0.6867594190785508,123
00500001,12,16,0.6525666944957773,123
00500001,12,17,0.6348161963195746,120
00500001,12,19,0.5597370462575894,111
00500001,12,20,0.5629962133531223,110
00500001,12,21,0.5447194409174259,113
00500001,12,23,0.577262439538681,125
00500001,12,24,0.5125880914561088,106
00500001,12,25,0.544615897491701,108
00500001,12,26,0.5407179903697598,117
00500001,12,27,0.5690599706309192,107
00500001,12,28,0.5862670111656321,109
00400002,13,14,0.5787375847458374,136
00400002,13,15,0.5569492404855332,137
00400002,13,16,0.5291174423867947,133
00400002,13,17,0.6163164708283053,135
00400002,13,18,0.5458015430684106,134
00400002,13,19,0.5400823309114687,140
00400002,13,20,0.5580783632560812,129
00400002,13,21,0.5804803943837527,133
00400002,13,22,0.5335683067263595,132
00400002,13,23,0.47532426001386124,129
00400002,13,24,0.5287572240614359,125
00400002,13,25,0.4574740026315359,103
00510002,13,14,0.7531789027018879,143
00510002,13,15,0.7128572642730318,137
00510002,13,16,0.7159360883948386,142
00510002,13,17,0.7043693450185711,139
00510002,13,18,0.7022544878215683,142
00510002,13,19,0.7286680214343543,133
00430001,11,12,0.6189953369509019,97
00430001,11,13,0.6498788997009718,95
00430001,11,14,0.6785704168064156,97
00430001,11,15,0.6252366348313522,97
00430001,11,16,0.6880088534506902,98
00430001,11,17,0.6592698557266568,98
00430001,11,18,0.6114280616776431,96
00430001,11,19,0.43479043053441196,92
00430001,11,20,0.37878989661921747,82
00430001,11,21,0.6140973129230203,93
00430001,11,27,0.520804912695298,77
00430001,11,28,0.46573601975767304,86
00430001,11,29,0.64787034123772,87
00560001,13,14,0.550668479487691,117
00560001,13,15,0.48816582339467035,109
00560001,13,16,0.5725998258203866,110
00560001,13,17,0.6015939728827546,115
00560001,13,18,0.4959433012485914,114
00560001,13,19,0.5899191419287467,116
00560001,13,20,0.5399906581496877,117
00560001,13,21,0.5361117573656279,116
00560001,13,22,0.5493930083956868,102
00560001,13,23,0.5461085464009402,103
00560001,13,24,0.616459725751577,97
00560001,13,25,0.5264030184472801,85
00560001,13,27,0.5384294735010136,93
