,rooster,bird,fish,frog,alligator,owl,cat,dog,face,hair,arm,hand,leg,foot,finger,toe,tooth,ear,nose,stroller,motorcycle,car,lamp,chair,bench,drawer,ladder,window,door,closet,refrigerator,oven,crib,bed,couch,table,bathtub,sink,boat,slide,sprinkler,clock,ball,balloon,pumpkin,egg,orange,apple,hat,slipper,watch,nail,glasses,necklace,carrot,vacuum,shovel,scissors,spoon,fork,knife,pencil,pen,crayon,plant,flower,bottle,cup,can,belt,radio,basket,bucket,tape,bowl,plate,pickle,banana,melon,bread,cracker,pizza,hamburger,muffin,glass,tray,box,book,paper,comb,toothbrush,gum,toy,doll,mitten,glove,sock,shoe,purse,pillow,towel,napkin,blanket,dress,pajamas,bib,scarf,jacket,sweater,shirt,jeans,pants,shorts
rooster,0.0,0.9205729365348816,1.0170871019363403,0.8807752132415771,0.7858551144599915,0.9191508889198303,0.974943220615387,0.7592162489891052,0.9298223257064819,0.843592643737793,1.0191338062286377,1.1077557802200317,1.0853568315505981,1.1341091394424438,1.122664213180542,1.1564527750015259,1.0551320314407349,1.0200724601745605,1.0287328958511353,0.9465148448944092,0.8572737574577332,0.9193469882011414,0.8529853224754333,0.9446818232536316,0.9568479657173157,1.0356475114822388,0.8081944584846497,0.8532900810241699,0.8762863278388977,0.9958571791648865,1.0482374429702759,1.0991679430007935,0.9092151522636414,0.9777273535728455,0.9426743984222412,1.01652193069458,0.9730863571166992,1.0654431581497192,0.9599012732505798,0.9230914115905762,0.846224844455719,0.9594505429267883,0.8983772397041321,0.8944106698036194,0.7839014530181885,1.0277025699615479,0.9457408785820007,0.9623122811317444,0.8397461175918579,1.1213299036026,1.0659067630767822,1.049737572669983,0.9283056855201721,0.9617018699645996,1.0086932182312012,0.8712579011917114,0.9695734977722168,0.96327805519104,0.9532604217529297,1.0648044347763062,0.9819192290306091,0.9186010360717773,0.9041621685028076,1.0487767457962036,0.8176282048225403,0.6423248648643494,1.0870023965835571,1.0922207832336426,0.9548425674438477,1.0413789749145508,0.9762176871299744,0.8989443778991699,1.0310513973236084,1.0619244575500488,1.0453131198883057,1.059901475906372,1.0577068328857422,1.0700047016143799,0.9613680243492126,0.9354846477508545,1.023395299911499,0.9878970980644226,0.9852391481399536,0.9069218635559082,1.043960690498352,1.0527538061141968,1.000922679901123,0.9769125580787659,1.0017980337142944,0.9949926137924194,1.0602742433547974,1.148184061050415,0.9531466960906982,0.6892647743225098,1.0162043571472168,1.017228603363037,1.0635807514190674,1.0943937301635742,0.869590163230896,0.9211286306381226,0.9100640416145325,0.9432792663574219,0.9654335975646973,0.9507371187210083,1.0356168746948242,1.0202752351760864,0.9179480075836182,0.9234665632247925,0.9689785242080688,0.9936383366584778,1.0544941425323486,1.035697340965271,0.9935824275016785
bird,0.9205729365348816,0.0,0.3077054023742676,0.46800583600997925,0.9423580169677734,0.7928587198257446,0.9836897253990173,0.8958902955055237,1.0911188125610352,1.0837973356246948,1.143564224243164,1.025739073753357,0.9043610692024231,0.879051685333252,0.9076974987983704,0.7926089763641357,0.987470269203186,1.0788664817810059,1.0484760999679565,0.9760168790817261,0.9827213883399963,0.7823822498321533,0.8477222919464111,1.0499887466430664,1.0459893941879272,1.0670690536499023,0.9834051132202148,1.0297609567642212,1.1406093835830688,1.111473798751831,1.1697144508361816,1.1035223007202148,1.062967300415039,1.1407742500305176,1.1437543630599976,1.1249505281448364,1.0934287309646606,0.9446914196014404,0.9444563388824463,0.9311733245849609,0.960721492767334,0.718356728553772,0.6502285003662109,0.8763856291770935,0.758370578289032,0.9119922518730164,0.8624890446662903,0.7300776243209839,0.7259132862091064,0.7958933115005493,0.8061121702194214,0.7535115480422974,0.7841830253601074,0.9050623178482056,0.9337426424026489,0.9674506187438965,0.8497744202613831,0.9187377691268921,0.8153005838394165,0.847543478012085,0.8869339823722839,0.6628690361976624,0.5892220735549927,0.5274066925048828,0.6559793949127197,0.7102664709091187,0.7330664992332458,0.7622619867324829,0.9368675947189331,0.6753506660461426,0.788722038269043,0.933586597442627,0.9296503663063049,0.900135338306427,0.8755066394805908,0.8210914134979248,0.9240251183509827,0.9951949119567871,0.9507425427436829,0.865878164768219,0.8840077519416809,0.9406678676605225,0.8803239464759827,0.8801820278167725,1.1062805652618408,1.0895390510559082,1.1511403322219849,1.0927032232284546,1.1186192035675049,1.0169316530227661,0.9423545598983765,0.89706951379776,0.9181491732597351,1.1138615608215332,1.017884612083435,0.9081934094429016,0.8932188153266907,0.9722033739089966,1.0672111511230469,0.9991583824157715,0.9396469593048096,0.8758180141448975,1.0638506412506104,1.0637331008911133,1.049149751663208,1.1821467876434326,0.9979659914970398,1.0553877353668213,1.081717848777771,1.1159738302230835,0.9345678687095642,1.1067416667938232,1.0058282613754272
fish,1.0170871019363403,0.3077054023742676,0.0,0.5590397715568542,1.0419386625289917,0.8080107569694519,0.9936419129371643,0.9581794142723083,1.0363527536392212,1.070824146270752,1.1234490871429443,0.9663866758346558,0.9488049149513245,0.8499594330787659,0.8028808832168579,0.6766893863677979,0.8062976598739624,1.0377674102783203,0.970363438129425,1.0451067686080933,1.0009372234344482,0.7244573831558228,0.871772825717926,1.0663787126541138,1.0727510452270508,1.0925729274749756,1.0037213563919067,1.0192583799362183,1.1584197282791138,1.1096805334091187,1.181018352508545,1.0802611112594604,1.0947645902633667,1.1754790544509888,1.156732201576233,1.1451220512390137,1.1088342666625977,0.9097845554351807,0.9298015236854553,0.9502075910568237,0.958559513092041,0.6905689239501953,0.47618138790130615,0.7528810501098633,0.6026458740234375,0.7883371710777283,0.7395784854888916,0.543383777141571,0.6235272884368896,0.7216957807540894,0.6804897785186768,0.5382973551750183,0.6871869564056396,0.8126684427261353,0.8140064477920532,1.0637825727462769,0.9307372570037842,0.9699236750602722,0.8821549415588379,0.8737133145332336,0.8623074293136597,0.6367692947387695,0.6099587678909302,0.3518260717391968,0.6373776793479919,0.6455821394920349,0.6196547150611877,0.6363823413848877,0.917626142501831,0.4996107220649719,0.8047252297401428,0.9219937324523926,0.8739899396896362,0.8375142812728882,0.8399459719657898,0.793516993522644,0.8683023452758789,0.9799782633781433,0.9239001274108887,0.8314358592033386,0.9118112921714783,0.9301040172576904,0.9076870083808899,0.8704081773757935,1.131302833557129,1.1269786357879639,1.1532539129257202,1.0695363283157349,1.1117990016937256,1.0227279663085938,0.9277874231338501,0.7538650631904602,0.9028398394584656,1.1570299863815308,1.0304054021835327,0.8776424527168274,0.8795713782310486,0.9955689907073975,1.151976227760315,1.0410414934158325,0.935066819190979,0.85657799243927,1.094706654548645,1.064696192741394,1.029679775238037,1.108560562133789,1.014398455619812,1.0824514627456665,1.0457606315612793,1.0681674480438232,0.9539610147476196,1.1035739183425903,0.9410561919212341
frog,0.8807752132415771,0.46800583600997925,0.5590397715568542,0.0,0.6807681918144226,0.6854139566421509,0.9598970413208008,0.7219529151916504,1.0367692708969116,1.07520592212677,1.0837466716766357,0.7871958017349243,1.0061384439468384,0.8265904784202576,0.8459478616714478,0.8050140142440796,0.9843048453330994,0.986403226852417,1.0377331972122192,0.9154725074768066,0.837644636631012,0.8529701828956604,1.030853509902954,1.0884681940078735,1.0943717956542969,1.0995056629180908,0.9960628151893616,1.0883406400680542,1.2317149639129639,1.1175143718719482,1.2354848384857178,1.2104547023773193,0.9797288179397583,1.0724616050720215,1.1940065622329712,1.065595030784607,1.0802154541015625,1.0573441982269287,0.7504314184188843,0.7683302760124207,0.8372721672058105,0.8595167398452759,0.7154808044433594,0.7992467284202576,0.7659695148468018,0.9035685658454895,0.8168554902076721,0.7258427739143372,0.8590905666351318,0.8231610059738159,0.9775673151016235,0.9358924031257629,0.9437826871871948,0.9433900713920593,0.745567798614502,0.945878267288208,0.7967022061347961,0.675504744052887,0.851919412612915,0.951339840888977,0.8472916483879089,0.8290027379989624,0.7782785892486572,0.6300609111785889,0.7457884550094604,0.7347564697265625,0.8450358510017395,0.9521300196647644,1.034703016281128,0.9103782176971436,0.9241162538528442,0.8534904718399048,0.8934203386306763,0.8016800880432129,0.8201315402984619,0.6983387470245361,0.6996798515319824,0.6500053405761719,0.7579555511474609,0.701748251914978,0.6829835176467896,0.8112274408340454,0.7112892866134644,0.7166151404380798,0.8981170058250427,0.8586701154708862,0.9495790004730225,0.9399104118347168,1.0003607273101807,0.8164835572242737,0.6776285171508789,0.712064266204834,0.5732071995735168,0.8251099586486816,0.7439261078834534,0.7842813730239868,0.8282376527786255,0.84900963306427,0.9208720326423645,1.090861201286316,1.0398797988891602,0.9708530306816101,0.9927621483802795,1.027809500694275,0.9091504812240601,0.8908410668373108,0.7787613868713379,1.0209475755691528,1.0319173336029053,1.01860773563385,0.8996143341064453,1.0728421211242676,1.0333671569824219
alligator,0.7858551144599915,0.9423580169677734,1.0419386625289917,0.6807681918144226,0.0,0.6893681287765503,0.7797848582267761,0.45392537117004395,0.8034534454345703,0.8197346329689026,0.7015222311019897,0.7162151336669922,1.056981086730957,0.8589081764221191,1.0156612396240234,1.0404549837112427,1.1552821397781372,1.0487619638442993,1.0809094905853271,0.8185970783233643,0.7425968647003174,0.8955899477005005,1.2069106101989746,0.8015350103378296,0.7032918930053711,1.011614203453064,0.854950487613678,0.9813588857650757,0.9855474233627319,0.8684327602386475,1.0700010061264038,1.1282366514205933,0.6790177822113037,0.6984167098999023,0.8296752572059631,0.7063681483268738,0.8156625628471375,1.157629370689392,0.5958683490753174,0.4999258518218994,0.6002232432365417,1.1810517311096191,1.0230517387390137,1.0926507711410522,0.9315385222434998,1.177738904953003,1.0122250318527222,1.1051474809646606,1.0579512119293213,0.9775274395942688,1.2381006479263306,1.328460931777954,1.2357994318008423,1.135516881942749,0.9193795919418335,0.73101806640625,0.6058592796325684,0.5750121474266052,0.96628737449646,1.1305006742477417,0.7447447180747986,0.9880434274673462,1.1097184419631958,1.1219046115875244,0.9378352761268616,0.9563167095184326,1.2301331758499146,1.2835988998413086,1.0106697082519531,1.1984784603118896,1.2201167345046997,0.8328666687011719,0.9584342241287231,1.092556357383728,1.118100881576538,0.9992969036102295,0.9715179800987244,0.7418771386146545,0.7686113715171814,0.6850399971008301,0.6671176552772522,0.6595093011856079,0.7505298852920532,0.5855742692947388,0.7181791067123413,0.7804880738258362,0.8219628930091858,0.8800961971282959,0.9036210775375366,0.6611442565917969,0.648048460483551,1.063966155052185,0.7422662973403931,0.5831025242805481,0.5406469106674194,0.731195330619812,0.8020081520080566,0.787010669708252,0.6219547390937805,0.9813858866691589,0.9093496799468994,0.943271815776825,0.5211175680160522,0.7165199518203735,0.5305171012878418,0.5637322068214417,0.4765132665634155,0.5472083687782288,0.6675252914428711,0.6697976589202881,0.5839328765869141,0.6771612167358398,0.8726655840873718
owl,0.9191508889198303,0.7928587198257446,0.8080107569694519,0.6854139566421509,0.6893681287765503,0.0,0.7622861862182617,0.6967499256134033,0.8981114625930786,0.977012574672699,0.9094367027282715,0.6837573647499084,1.0582363605499268,0.7994787693023682,0.775162935256958,0.7717337608337402,1.0044056177139282,0.9462088942527771,0.9619990587234497,1.0108098983764648,0.9911143779754639,0.9718194007873535,1.096916675567627,1.0191513299942017,0.9668869972229004,1.015897512435913,0.9815168976783752,1.0175703763961792,1.0423980951309204,0.980866014957428,1.0347791910171509,1.0488090515136719,0.943873405456543,0.9377773404121399,1.010614275932312,0.9512159824371338,0.9656513333320618,1.1253724098205566,0.7709927558898926,0.8299635648727417,0.856242299079895,1.0354416370391846,0.8353149890899658,0.9677459597587585,0.8152080178260803,1.0279067754745483,0.8945887684822083,0.9388933181762695,1.0228248834609985,0.9205551743507385,1.0708953142166138,1.0888622999191284,1.0747628211975098,1.0651310682296753,0.9345937371253967,0.981623649597168,0.8310620188713074,0.808348536491394,0.9115054607391357,1.0215500593185425,0.845848023891449,0.9747779369354248,0.9802790284156799,0.9322196841239929,0.9051072597503662,0.8656537532806396,1.0702630281448364,1.1021990776062012,1.0495116710662842,1.0865086317062378,1.0533063411712646,0.9379855990409851,1.024196982383728,1.0734920501708984,0.9782006144523621,0.9118371605873108,0.9826739430427551,0.9150725603103638,0.7806305885314941,0.5322780013084412,0.5258439183235168,0.6506361365318298,0.6641716957092285,0.48176008462905884,0.8709193468093872,0.8817399144172668,0.95567786693573,0.9892807006835938,0.9792807102203369,0.7466423511505127,0.7700539827346802,0.94300377368927,0.8887755870819092,0.8593258857727051,0.6779184937477112,0.779199481010437,0.7821998596191406,0.8471487760543823,0.9081391096115112,1.0139436721801758,0.9836981892585754,0.9679419994354248,0.7905356884002686,0.9302763938903809,0.7714464664459229,0.8628364205360413,0.7598488330841064,0.9231820106506348,0.9044198989868164,0.9370685815811157,0.7514925599098206,0.9607511162757874,1.0077965259552002
cat,0.974943220615387,0.9836897253990173,0.9936419129371643,0.9598970413208008,0.7797848582267761,0.7622861862182617,0.0,0.7817331552505493,0.6584466695785522,0.6707924604415894,0.7940618991851807,0.8483048677444458,0.943429172039032,1.0733351707458496,0.9598754644393921,0.9957641959190369,1.0642741918563843,0.8037638068199158,1.0051833391189575,1.0218366384506226,1.0122756958007812,1.0160295963287354,1.1565113067626953,0.9902025461196899,0.8940466642379761,1.1035598516464233,0.996071457862854,0.9148016571998596,0.8455272912979126,0.8626297116279602,1.0016430616378784,1.1338653564453125,0.9274090528488159,0.8732776641845703,0.9422472715377808,0.9438998699188232,0.7679193019866943,1.0891371965408325,0.8851156234741211,0.8370804786682129,0.813104510307312,1.1283735036849976,1.004408359527588,0.9984120726585388,1.007849931716919,1.0924627780914307,1.0534859895706177,0.9890950918197632,1.0289901494979858,1.1598554849624634,1.1256115436553955,1.056307077407837,1.073294758796692,1.0872395038604736,1.0244520902633667,0.9854904413223267,0.9052194356918335,0.9414390921592712,1.1333523988723755,1.036911129951477,0.8762387633323669,1.0719695091247559,1.1169641017913818,1.1839044094085693,0.9509894847869873,1.0639288425445557,1.2100361585617065,1.1954445838928223,1.162171483039856,1.0905741453170776,1.196437120437622,1.1665639877319336,1.2374452352523804,1.2686485052108765,1.2468116283416748,1.1757338047027588,1.0475906133651733,0.992462694644928,0.8284656405448914,0.9860574007034302,0.9982320666313171,0.9705222845077515,0.9953782558441162,0.8582119345664978,0.9622172117233276,1.1101319789886475,1.1460018157958984,1.2545593976974487,1.1035892963409424,0.7192656397819519,0.948154866695404,1.1725751161575317,1.17999267578125,1.005035638809204,0.8861563205718994,1.0134726762771606,1.014255404472351,1.0459297895431519,1.0630972385406494,1.1133017539978027,1.1656005382537842,1.173052430152893,0.7793287038803101,0.8244944214820862,0.692872166633606,0.7881062030792236,0.8491531014442444,0.8042796850204468,0.7631587982177734,0.7313291430473328,0.705754280090332,0.8130220174789429,0.9737288951873779
dog,0.7592162489891052,0.8958902955055237,0.9581794142723083,0.7219529151916504,0.45392537117004395,0.6967499256134033,0.7817331552505493,0.0,0.8278534412384033,0.8091464638710022,0.8792744874954224,0.821026086807251,0.9843894839286804,0.6995590329170227,0.9815735220909119,0.8968974351882935,1.130455493927002,0.9389562010765076,1.0835334062576294,0.7792816758155823,0.7097433805465698,0.7794566750526428,1.150675892829895,0.834297239780426,0.7427479028701782,0.998894214630127,0.8715334534645081,1.006296992301941,0.9910783171653748,0.9349886178970337,1.0781348943710327,1.1099317073822021,0.8395823836326599,0.8438040018081665,0.8132650852203369,0.8636835813522339,0.8720935583114624,1.123322606086731,0.6657707691192627,0.6799774169921875,0.7186495065689087,1.130422592163086,0.9159854054450989,0.9886698126792908,0.8568001389503479,1.0952993631362915,1.0214656591415405,1.0179396867752075,0.8573493957519531,0.7593143582344055,1.0621070861816406,1.1743475198745728,1.0253016948699951,1.0205674171447754,0.9968595504760742,0.7399380803108215,0.7175166606903076,0.7219934463500977,0.9172694683074951,1.1043204069137573,0.8406059741973877,0.9101586937904358,1.0027259588241577,1.0142741203308105,0.872270941734314,0.8332011699676514,1.018646478652954,1.1440116167068481,0.8871312737464905,1.0378516912460327,1.0827383995056152,0.8723819851875305,0.9410414099693298,0.9897104501724243,1.0638160705566406,0.9794017672538757,1.0625253915786743,0.8849045634269714,0.8702492713928223,0.7835198640823364,0.8220170736312866,0.7485003471374512,0.8434728384017944,0.6955258846282959,0.8767874240875244,0.9520736932754517,0.9422789812088013,0.9537899494171143,1.0152181386947632,0.7977583408355713,0.8046938180923462,1.005276083946228,0.7202037572860718,0.5961706042289734,0.5885279178619385,0.6142587065696716,0.6874048709869385,0.5836106538772583,0.6647719144821167,0.8685659170150757,0.8860824108123779,0.9008038640022278,0.6649894714355469,0.8311869502067566,0.6734253168106079,0.7620738744735718,0.6070558428764343,0.6986910104751587,0.7968004941940308,0.8210817575454712,0.6059684753417969,0.864705502986908,0.8717861771583557
face,0.9298223257064819,1.0911188125610352,1.0363527536392212,1.0367692708969116,0.8034534454345703,0.8981114625930786,0.6584466695785522,0.8278534412384033,0.0,0.2591099739074707,0.7947854399681091,0.8912056684494019,1.025307536125183,1.0531678199768066,1.0189666748046875,1.0588148832321167,1.02163827419281,0.9074500799179077,0.7145524024963379,1.0716692209243774,0.9990082383155823,1.0629891157150269,1.1135491132736206,0.9729092717170715,0.8592871427536011,1.0346288681030273,1.0108712911605835,0.9181497097015381,0.9528323411941528,0.9027705192565918,1.029893398284912,1.1136749982833862,0.9542442560195923,0.9011346101760864,0.8923969268798828,0.9357286095619202,0.9332302212715149,1.1584436893463135,0.8996599912643433,0.8517347574234009,0.8535565137863159,1.1298506259918213,1.0418680906295776,1.057788610458374,1.0147287845611572,1.1048322916030884,1.0065187215805054,1.0712060928344727,0.8712537288665771,1.1326912641525269,1.0797252655029297,1.1064562797546387,0.8965190052986145,0.8706786632537842,1.0438683032989502,0.9772313237190247,0.9097719192504883,0.9391471743583679,1.080993890762329,1.042138695716858,0.9273591637611389,1.037942886352539,1.0966933965682983,1.146236538887024,0.9832267165184021,1.0550665855407715,1.1808902025222778,1.1854349374771118,1.130235195159912,1.1050390005111694,1.13637375831604,1.1099430322647095,1.153673768043518,1.161242127418518,1.2150269746780396,1.1736359596252441,1.1157203912734985,0.9924964904785156,0.9549025893211365,1.0170621871948242,1.0203158855438232,0.9828313589096069,1.0010218620300293,0.9759204983711243,0.9319002628326416,1.1043281555175781,1.0780389308929443,1.0718008279800415,1.001788854598999,0.8241921663284302,0.9195392727851868,1.114158034324646,1.1112656593322754,1.0257731676101685,0.9056018590927124,1.0003845691680908,1.0098427534103394,1.0165830850601196,0.929639458656311,1.0246353149414062,1.1034557819366455,1.1072359085083008,0.7765887975692749,0.6932108402252197,0.539282500743866,0.5309865474700928,0.8333366513252258,0.7043107151985168,0.5195017457008362,0.5242224335670471,0.71778804063797,0.7900601029396057,0.9223181009292603
hair,0.843592643737793,1.0837973356246948,1.070824146270752,1.07520592212677,0.8197346329689026,0.977012574672699,0.6707924604415894,0.8091464638710022,0.2591099739074707,0.0,0.6427521705627441,0.9025735855102539,0.945935070514679,1.0797679424285889,1.0462173223495483,1.0831153392791748,1.0898408889770508,0.9096214175224304,0.8094849586486816,1.0908167362213135,1.000928521156311,1.0845602750778198,1.0941293239593506,0.9818389415740967,0.9488003253936768,1.0614227056503296,0.9467588663101196,0.8537094593048096,0.8730590343475342,0.9265036582946777,0.9613496661186218,1.0593070983886719,0.9321656823158264,0.9343730807304382,0.9420488476753235,0.9546316266059875,0.9688564538955688,1.146872639656067,0.978675127029419,0.8741559982299805,0.8557234406471252,1.1576279401779175,1.106226921081543,1.096067190170288,1.054368019104004,1.154360294342041,1.069474697113037,1.1285336017608643,0.7302329540252686,1.1826813220977783,1.078272819519043,1.143263816833496,0.8037749528884888,0.8372141122817993,1.0972332954406738,0.9877904653549194,0.9586151838302612,1.0116239786148071,1.1254374980926514,1.0062541961669922,1.0001381635665894,1.0497392416000366,1.104893445968628,1.2324885129928589,0.9357324838638306,1.025652527809143,1.2332110404968262,1.2435020208358765,1.1313270330429077,1.1324888467788696,1.1854661703109741,1.1226623058319092,1.2130759954452515,1.2532637119293213,1.2728683948516846,1.2430088520050049,1.1449793577194214,1.0477215051651,0.9912289381027222,1.0417323112487793,1.0723845958709717,0.9599840641021729,1.0324172973632812,1.010048270225525,0.9157754182815552,1.1486680507659912,1.1258471012115479,1.1394166946411133,1.052546739578247,0.9033994674682617,0.9730427265167236,1.1859679222106934,1.1782193183898926,1.05129075050354,0.9712408781051636,1.020822286605835,1.0345048904418945,1.0465619564056396,0.9908663034439087,1.1138066053390503,1.154719352722168,1.1637687683105469,0.9039865732192993,0.5815710425376892,0.5506505370140076,0.5463607907295227,0.9117859601974487,0.7030515670776367,0.45885545015335083,0.4085134267807007,0.7455285787582397,0.7630736827850342,0.8127408027648926
